company_id,company_name,type,rule_id,text,confidence_pct
DRREDDY,Dr Reddys Laboratories Ltd,Pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,80
DRREDDY,Dr Reddys Laboratories Ltd,Pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,80
DRREDDY,Dr Reddys Laboratories Ltd,Con,CON_08,Rising debt over the past 3 years suggests increasing financial leverage risk.,85
EICHERMOT,Eicher Motors Ltd,Pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
EICHERMOT,Eicher Motors Ltd,Pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
EICHERMOT,Eicher Motors Ltd,Pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
EICHERMOT,Eicher Motors Ltd,Pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
EICHERMOT,Eicher Motors Ltd,Pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
EICHERMOT,Eicher Motors Ltd,Pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,80
EICHERMOT,Eicher Motors Ltd,Pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,80
EICHERMOT,Eicher Motors Ltd,Con,DEFAULT_CON,"No significant financial weakness identified, however future performance should continue to be monitored.",60
GAIL,GAIL (India) Ltd,Pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
GAIL,GAIL (India) Ltd,Pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
GAIL,GAIL (India) Ltd,Con,DEFAULT_CON,"No significant financial weakness identified, however future performance should continue to be monitored.",60
GODREJCP,Godrej Consumer Products Ltd,Pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
GODREJCP,Godrej Consumer Products Ltd,Pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
GODREJCP,Godrej Consumer Products Ltd,Con,CON_04,Company reported a net loss in the most recent financial year.,100
GODREJCP,Godrej Consumer Products Ltd,Con,CON_08,Rising debt over the past 3 years suggests increasing financial leverage risk.,85
GRASIM,Grasim Industries Ltd,Pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,90
GRASIM,Grasim Industries Ltd,Pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
GRASIM,Grasim Industries Ltd,Pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,80
GRASIM,Grasim Industries Ltd,Con,CON_08,Rising debt over the past 3 years suggests increasing financial leverage risk.,85
GRASIM,Grasim Industries Ltd,Con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability.,90
HAL,Hindustan Aeronautics Ltd,Pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
HAL,Hindustan Aeronautics Ltd,Pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
HAL,Hindustan Aeronautics Ltd,Pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
HAL,Hindustan Aeronautics Ltd,Pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,90
HAL,Hindustan Aeronautics Ltd,Pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
HAL,Hindustan Aeronautics Ltd,Pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
HAL,Hindustan Aeronautics Ltd,Pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
HAL,Hindustan Aeronautics Ltd,Pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,80
HAL,Hindustan Aeronautics Ltd,Con,CON_08,Rising debt over the past 3 years suggests increasing financial leverage risk.,85
HAVELLS,Havells India Ltd,Pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
HAVELLS,Havells India Ltd,Pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
HAVELLS,Havells India Ltd,Pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
HAVELLS,Havells India Ltd,Con,CON_08,Rising debt over the past 3 years suggests increasing financial leverage risk.,85
HCLTECH,HCL Technologies Ltd,Pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
HCLTECH,HCL Technologies Ltd,Pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
HCLTECH,HCL Technologies Ltd,Pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
HCLTECH,HCL Technologies Ltd,Pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,80
HCLTECH,HCL Technologies Ltd,Con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
HCLTECH,HCL Technologies Ltd,Con,CON_08,Rising debt over the past 3 years suggests increasing financial leverage risk.,85
HDFCBANK,HDFC Bank Ltd,Pro,PRO_04,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
HDFCBANK,HDFC Bank Ltd,Pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
HDFCBANK,HDFC Bank Ltd,Pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,90
HDFCBANK,HDFC Bank Ltd,Pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
HDFCBANK,HDFC Bank Ltd,Pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,80
HDFCBANK,HDFC Bank Ltd,Con,CON_01,Debt-to-equity ratio of 6.81 is elevated for a non-financial company and warrants monitoring.,95
HDFCBANK,HDFC Bank Ltd,Con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations.,95
HDFCBANK,HDFC Bank Ltd,Con,CON_08,Rising debt over the past 3 years suggests increasing financial leverage risk.,85
HDFCBANK,HDFC Bank Ltd,Con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,85
HDFCBANK,HDFC Bank Ltd,Con,CON_11,Net debt exceeding three times operating profit indicates elevated financial leverage.,90
HDFCLIFE,HDFC Life Insurance Company Ltd,Pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
HDFCLIFE,HDFC Life Insurance Company Ltd,Pro,PRO_04,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
HDFCLIFE,HDFC Life Insurance Company Ltd,Pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
HDFCLIFE,HDFC Life Insurance Company Ltd,Pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
HDFCLIFE,HDFC Life Insurance Company Ltd,Pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
HDFCLIFE,HDFC Life Insurance Company Ltd,Pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,80
HDFCLIFE,HDFC Life Insurance Company Ltd,Con,DEFAULT_CON,"No significant financial weakness identified, however future performance should continue to be monitored.",60
HEROMOTOCO,"Hero MotoCorp Ltd
",Pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
HEROMOTOCO,"Hero MotoCorp Ltd
",Pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
HEROMOTOCO,"Hero MotoCorp Ltd
",Pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
HEROMOTOCO,"Hero MotoCorp Ltd
",Pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
HEROMOTOCO,"Hero MotoCorp Ltd
",Pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,80
HEROMOTOCO,"Hero MotoCorp Ltd
",Con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
HEROMOTOCO,"Hero MotoCorp Ltd
",Con,CON_12,Revenue growing below 5% over five years suggests limited business momentum.,80
HINDALCO,Hindalco Industries Ltd,Pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
HINDALCO,Hindalco Industries Ltd,Pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
HINDALCO,Hindalco Industries Ltd,Pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
HINDALCO,Hindalco Industries Ltd,Pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,80
HINDALCO,Hindalco Industries Ltd,Con,DEFAULT_CON,"No significant financial weakness identified, however future performance should continue to be monitored.",60
HINDUNILVR,"Hindustan Unilever Ltd
",Pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
HINDUNILVR,"Hindustan Unilever Ltd
",Pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
HINDUNILVR,"Hindustan Unilever Ltd
",Pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
HINDUNILVR,"Hindustan Unilever Ltd
",Pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
HINDUNILVR,"Hindustan Unilever Ltd
",Pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
HINDUNILVR,"Hindustan Unilever Ltd
",Pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,80
HINDUNILVR,"Hindustan Unilever Ltd
",Con,CON_08,Rising debt over the past 3 years suggests increasing financial leverage risk.,85
ICICIBANK,ICICI Bank Ltd,Pro,PRO_04,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
ICICIBANK,ICICI Bank Ltd,Pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
ICICIBANK,ICICI Bank Ltd,Pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,90
ICICIBANK,ICICI Bank Ltd,Pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
ICICIBANK,ICICI Bank Ltd,Pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,80
ICICIBANK,ICICI Bank Ltd,Pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,80
ICICIBANK,ICICI Bank Ltd,Con,CON_01,Debt-to-equity ratio of 6.45 is elevated for a non-financial company and warrants monitoring.,95
ICICIBANK,ICICI Bank Ltd,Con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
ICICIBANK,ICICI Bank Ltd,Con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations.,95
ICICIBANK,ICICI Bank Ltd,Con,CON_08,Rising debt over the past 3 years suggests increasing financial leverage risk.,85
ICICIBANK,ICICI Bank Ltd,Con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,85
ICICIBANK,ICICI Bank Ltd,Con,CON_11,Net debt exceeding three times operating profit indicates elevated financial leverage.,90
ICICIGI,ICICI Lombard General Insurance Company Ltd,Pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
ICICIGI,ICICI Lombard General Insurance Company Ltd,Pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,100
ICICIGI,ICICI Lombard General Insurance Company Ltd,Pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
ICICIGI,ICICI Lombard General Insurance Company Ltd,Pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
ICICIGI,ICICI Lombard General Insurance Company Ltd,Pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
ICICIGI,ICICI Lombard General Insurance Company Ltd,Con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Pro,PRO_04,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Con,DEFAULT_CON,"No significant financial weakness identified, however future performance should continue to be monitored.",60
INDIGO,Interglobe Aviation Ltd,Pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
INDIGO,Interglobe Aviation Ltd,Pro,PRO_04,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
INDIGO,Interglobe Aviation Ltd,Pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
INDIGO,Interglobe Aviation Ltd,Pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,90
INDIGO,Interglobe Aviation Ltd,Pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
INDIGO,Interglobe Aviation Ltd,Pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
INDIGO,Interglobe Aviation Ltd,Pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,80
INDIGO,Interglobe Aviation Ltd,Pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,80
INDIGO,Interglobe Aviation Ltd,Con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
INDIGO,Interglobe Aviation Ltd,Con,CON_08,Rising debt over the past 3 years suggests increasing financial leverage risk.,85
INDUSINDBK,IndusInd Bank Ltd,Pro,PRO_04,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
INDUSINDBK,IndusInd Bank Ltd,Pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
INDUSINDBK,IndusInd Bank Ltd,Pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,90
INDUSINDBK,IndusInd Bank Ltd,Pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
INDUSINDBK,IndusInd Bank Ltd,Pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,80
INDUSINDBK,IndusInd Bank Ltd,Pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,80
INDUSINDBK,IndusInd Bank Ltd,Con,CON_01,Debt-to-equity ratio of 6.89 is elevated for a non-financial company and warrants monitoring.,95
INDUSINDBK,IndusInd Bank Ltd,Con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
INDUSINDBK,IndusInd Bank Ltd,Con,CON_08,Rising debt over the past 3 years suggests increasing financial leverage risk.,85
INDUSINDBK,IndusInd Bank Ltd,Con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,85
INDUSINDBK,IndusInd Bank Ltd,Con,CON_11,Net debt exceeding three times operating profit indicates elevated financial leverage.,90
INFY,Infosys Ltd,Pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
INFY,Infosys Ltd,Pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
INFY,Infosys Ltd,Pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
INFY,Infosys Ltd,Pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
INFY,Infosys Ltd,Con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
INFY,Infosys Ltd,Con,CON_08,Rising debt over the past 3 years suggests increasing financial leverage risk.,85
IOC,"Indian Oil Corporation
",Pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
IOC,"Indian Oil Corporation
",Pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
IOC,"Indian Oil Corporation
",Pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,90
IOC,"Indian Oil Corporation
",Pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
IOC,"Indian Oil Corporation
",Pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
IOC,"Indian Oil Corporation
",Pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,80
IOC,"Indian Oil Corporation
",Con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss.,85
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Pro,PRO_04,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,90
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,80
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
IRFC,Indian Railway Finance Corporation Ltd,Pro,PRO_04,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
IRFC,Indian Railway Finance Corporation Ltd,Pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
IRFC,Indian Railway Finance Corporation Ltd,Pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,90
IRFC,Indian Railway Finance Corporation Ltd,Pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
IRFC,Indian Railway Finance Corporation Ltd,Pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,80
IRFC,Indian Railway Finance Corporation Ltd,Con,CON_01,Debt-to-equity ratio of 8.38 is elevated for a non-financial company and warrants monitoring.,95
IRFC,Indian Railway Finance Corporation Ltd,Con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations.,95
IRFC,Indian Railway Finance Corporation Ltd,Con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,85
IRFC,Indian Railway Finance Corporation Ltd,Con,CON_11,Net debt exceeding three times operating profit indicates elevated financial leverage.,90
ITC,"ITC Ltd
",Pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
ITC,"ITC Ltd
",Pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
ITC,"ITC Ltd
",Pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,100
ITC,"ITC Ltd
",Pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
ITC,"ITC Ltd
",Pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
ITC,"ITC Ltd
",Pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
ITC,"ITC Ltd
",Pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,80
ITC,"ITC Ltd
",Con,DEFAULT_CON,"No significant financial weakness identified, however future performance should continue to be monitored.",60
JINDALSTEL,Jindal Steel & Power Ltd,Pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
JINDALSTEL,Jindal Steel & Power Ltd,Con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss.,85
JINDALSTEL,Jindal Steel & Power Ltd,Con,CON_08,Rising debt over the past 3 years suggests increasing financial leverage risk.,85
JINDALSTEL,Jindal Steel & Power Ltd,Con,CON_12,Revenue growing below 5% over five years suggests limited business momentum.,80
JIOFIN,Jio Financial Services Ltd,Pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,100
JIOFIN,Jio Financial Services Ltd,Pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
JIOFIN,Jio Financial Services Ltd,Pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
JIOFIN,Jio Financial Services Ltd,Con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,85
JSWENERGY,JSW Energy Ltd,Pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
JSWENERGY,JSW Energy Ltd,Pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
JSWENERGY,JSW Energy Ltd,Pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,90
JSWENERGY,JSW Energy Ltd,Pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
JSWENERGY,JSW Energy Ltd,Pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,80
JSWENERGY,JSW Energy Ltd,Con,CON_11,Net debt exceeding three times operating profit indicates elevated financial leverage.,90
JSWENERGY,JSW Energy Ltd,Con,CON_12,Revenue growing below 5% over five years suggests limited business momentum.,80
JSWSTEEL,JSW Steel Ltd,Pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
JSWSTEEL,JSW Steel Ltd,Pro,PRO_04,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
JSWSTEEL,JSW Steel Ltd,Pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
JSWSTEEL,JSW Steel Ltd,Con,CON_08,Rising debt over the past 3 years suggests increasing financial leverage risk.,85
JSWSTEEL,JSW Steel Ltd,Con,CON_11,Net debt exceeding three times operating profit indicates elevated financial leverage.,90
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,90
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,80
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,80
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Con,CON_01,Debt-to-equity ratio of 4.00 is elevated for a non-financial company and warrants monitoring.,95
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations.,95
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Con,CON_08,Rising debt over the past 3 years suggests increasing financial leverage risk.,85
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,85
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Con,CON_11,Net debt exceeding three times operating profit indicates elevated financial leverage.,90
LICI,Life Insurance Corporation of India,Pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
LICI,Life Insurance Corporation of India,Pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,100
LICI,Life Insurance Corporation of India,Pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,90
LICI,Life Insurance Corporation of India,Pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
LICI,Life Insurance Corporation of India,Pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,80
LICI,Life Insurance Corporation of India,Con,DEFAULT_CON,"No significant financial weakness identified, however future performance should continue to be monitored.",60
LODHA,Macrotech Developers Ltd,Pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
LODHA,Macrotech Developers Ltd,Pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
LODHA,Macrotech Developers Ltd,Pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
LODHA,Macrotech Developers Ltd,Pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,80
LODHA,Macrotech Developers Ltd,Con,CON_12,Revenue growing below 5% over five years suggests limited business momentum.,80
LT,Larsen & Toubro Ltd,Pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
LT,Larsen & Toubro Ltd,Pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
LT,Larsen & Toubro Ltd,Pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,80
LT,Larsen & Toubro Ltd,Con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
LT,Larsen & Toubro Ltd,Con,CON_08,Rising debt over the past 3 years suggests increasing financial leverage risk.,85
LTIM,LTIMindtree Ltd,Pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
LTIM,LTIMindtree Ltd,Pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
LTIM,LTIMindtree Ltd,Pro,PRO_04,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
LTIM,LTIMindtree Ltd,Pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,90
LTIM,LTIMindtree Ltd,Pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
LTIM,LTIMindtree Ltd,Pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
LTIM,LTIMindtree Ltd,Con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
LTIM,LTIMindtree Ltd,Con,CON_08,Rising debt over the past 3 years suggests increasing financial leverage risk.,85
M&M,"Mahindra & Mahindra Ltd
",Pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
M&M,"Mahindra & Mahindra Ltd
",Pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,80
M&M,"Mahindra & Mahindra Ltd
",Con,CON_08,Rising debt over the past 3 years suggests increasing financial leverage risk.,85
MARUTI,Maruti Suzuki India Ltd,Pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
MARUTI,Maruti Suzuki India Ltd,Pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,100
MARUTI,Maruti Suzuki India Ltd,Pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
MARUTI,Maruti Suzuki India Ltd,Pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,80
MARUTI,Maruti Suzuki India Ltd,Pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,80
MARUTI,Maruti Suzuki India Ltd,Con,DEFAULT_CON,"No significant financial weakness identified, however future performance should continue to be monitored.",60
MOTHERSON,Samvardhana Motherson International Ltd,Pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
MOTHERSON,Samvardhana Motherson International Ltd,Pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
MOTHERSON,Samvardhana Motherson International Ltd,Pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,80
MOTHERSON,Samvardhana Motherson International Ltd,Con,CON_08,Rising debt over the past 3 years suggests increasing financial leverage risk.,85
